Sample Id,Site,Species,3GCR,GENR,CTXM,SHV,TEM,KPC,IMP,NDM,VIM,CMY2,DHA,OXA10,OXA30,OXA48,VEB,GES,ACTMIR,aac(3)II,aacA4,aac6Ib/II,aadB,armA,rmtB,rmtC,rmtF,
NYC171,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC173,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC174,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC175,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC176,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC177,New York,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
NYC178,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC179,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC180,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC181,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC182,New York,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
NYC183,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC184,New York,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
NYC185,New York,K. pneumoniae,S,S,,,,,,,,,,,,,,,,,,,,,,,,
NYC186,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC187,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC188,New York,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
NYC189,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC190,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC191,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC192,New York,K. pneumoniae,S,S,,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
NYC193,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC194,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC195,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC196,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC197,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC198,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
NYC199,New York,K. pneumoniae,S,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE002,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PHE003,UK,E. coli,R,R,,,TEM-1-like,KPC,,,,,,,,,,,,,,,,,,,,
PHE004,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE006,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE007,UK,E. coli,R,R,CTX-M-15-like,,,,,,,CMY-2-like,,,,OXA-181-like,,,,,,,,armA,,,,
PHE008,UK,E. coli,R,R,,,TEM-1-like,KPC,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE009,UK,E. coli,S,R,,,TEM-1-like,,,,,,,,OXA-30,OXA-181-like,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE011,UK,E. coli,R,R,,,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE012,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE013,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE014,UK,E. coli,R,R,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE015,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE016,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,NDM,,CMY-2-like,,,,,,,,,,,,,rmtB,,,
PHE017,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,CMY-2-like,,OXA-10-like,OXA-30,,,,,aac(3)-IIe,aacA4 (Gen) and aacA4 cr (C),,,armA,,,rmtF,
PHE019,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE020,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE021,UK,E. coli,R,R,,,TEM-1-like,KPC,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE022,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE024,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE026,UK,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE027,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE029,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE030,UK,E. coli,R,R,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PHE031,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE032,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE033,UK,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE034,UK,E. coli,S,R,,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE035,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE036,UK,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE037,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,IMP-4-like,,,CMY-2-like,,,OXA-30,OXA-181-like,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE038,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE040,UK,E. coli,R,R,,,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE041,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE042,UK,E. coli,S,R,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE044,UK,E. coli,R,R,CTX-M-15-like,,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE045,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE046,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE047,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE048,UK,E. coli,R,R,,,TEM-1-like,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE049,UK,E. coli,R,R,CTX-M-15-like,,,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE050,UK,E. coli,R,R,,,TEM-1-like,,,NDM,,,DHA,,,,,,,aac(3)-IId,,,,armA,,,,
PHE051,UK,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE052,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,NDM,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE053,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId + aac(3)-IIe,,,,,,,,
PHE054,UK,K. pneumoniae,S,R,,SHV-1-like,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE055,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PHE056,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,,,,,,,aacA4 (Amk),,,armA,,,,
PHE057,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PHE058,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE059,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE060,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE061,UK,K. pneumoniae,R,S,,SHV-1-like,,,,NDM,,CMY-2-like,,,,,,,,,,,,,,,,
PHE062,UK,K. pneumoniae,R,R,CTX-M-15-like,,TEM-1-like,,,,VIM-1-like,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
PHE063,UK,K. pneumoniae,S,R,,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,OXA-181-like,,,,aac(3)-IIe,aacA4 cr (A),,,,,,,
PHE064,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like + SHV-5/12-like,TEM-1-like,,,NDM,,,,,,,,,,,aacA4 (Gen),,,,,,rmtF,
PHE065,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE066,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like + SHV-5/12-like,TEM-1-like,,,,,CMY-2-like,,,,OXA-181-like,,,,,aacA4 (Gen),,,armA,,,rmtF,
PHE067,UK,K. pneumoniae,R,R,,,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE068,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Amk) and aacA4 cr (C),,,armA,,,,
PHE069,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE070,UK,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE071,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,VIM-1-like,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE072,UK,K. pneumoniae,S,R,,SHV-1-like,TEM-1-like,,,,,,,,,OXA-48-like,,,,aac(3)-IId,,,,,,,,
PHE073,UK,K. pneumoniae,R,R,,SHV-1-like + SHV-5/12-like,,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE074,UK,K. pneumoniae,R,R,CTX-M-15-like,2 x SHV(ESBL),,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE075,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE076,UK,K. pneumoniae,R,R,,SHV-1-like,,,,,,,,,OXA-30,OXA-48-like,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE077,UK,K. pneumoniae,R,R,,,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE078,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,OXA-48-like,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE079,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PHE080,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE081,UK,K. pneumoniae,R,R,CTX-M-15-like + CTX-M-9-like,SHV-1-like,,,,,,,,,,OXA-48-like,,,,,,,,armA,,,,
PHE082,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,IMP-4-like,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE083,UK,K. pneumoniae,R,R,CTX-M-9-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE084,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE085,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE086,UK,K. pneumoniae,R,R,CTX-M-15-like,,TEM-1-like,,,,VIM-1-like,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,aadB,,,,,
PHE087,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,OXA-48-like,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE088,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE089,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,,,,,,aac(3)-IIe,,,,,,,,
PHE090,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IIe,aacA4 (Amk),,,,,,,
PHE091,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE092,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Amk) and aacA4 cr (C),,,,,rmtC,,
PHE093,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE094,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,OXA-181-like,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE095,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE096,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE097,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE098,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE099,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,OXA-181-like,,,,,aacA4 (Gen),,,,,,rmtF,
PHE100,UK,K. pneumoniae,R,R,,,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE101,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PHE102,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE103,UK,E. coli,R,S,,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE104,UK,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PHE105,UK,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PHE106,UK,E. coli,R,R,CTX-M-15-like,,,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE107,UK,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE108,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE109,UK,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE110,UK,E. coli,R,S,CTX-M-8-like,,,,,,,,,,,,,,,,,,,,,,,
PHE111,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PHE112,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE113,UK,E. coli,R,S,,,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,,,,,,,,,
PHE115,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PHE116,UK,E. coli,R,S,,SHV-5/12-like,TEM-1-like,,,NDM,,,,,,,,,,,,,,,,,,
PHE117,UK,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE118,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PHE120,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE121,UK,E. coli,R,R,,,,,,,VIM-1-like,CMY-2-like,,,,,,,,,,,aadB,,,,,
PHE122,UK,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE123,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PHE124,UK,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,OXA-48-like,,,,,,,,,,,,
PHE125,UK,E. coli,R,S,CTX-M-15-like,,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE127,UK,E. coli,R,R,,,TEM-1-like,,,NDM,,,DHA,,,,,,,aac(3)-IId,,,,armA,,,,
PHE128,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PHE129,UK,E. coli,R,S,CTX-M-9-like,,TEM-1-like,,,,,,,,,OXA-48-like,,,,,,,,,,,,
PHE130,UK,E. coli,R,R,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PHE131,UK,E. coli,R,S,,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PHE132,UK,E. coli,R,S,,,TEM-1-like,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PHE133,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE136,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE137,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PHE139,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PHE140,UK,E. coli,R,R,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE141,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PHE143,UK,E. coli,R,S,,,TEM-1-like,,,NDM,,,,,,,,,,,,,,,,,,
PHE144,UK,E. coli,R,R,CTX-M-15-like,,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE147,UK,E. coli,R,S,CTX-M-27-like,,TEM-1-like,,,,,CMY-2-like,,,,OXA-181-like,,,,,,,,,,,,
PHE148,UK,E. coli,R,S,CTX-M-15-like,,,,,,,,,,OXA-30,,,,,,aacA4 cr (C),,,,,,,
PHE150,UK,E. coli,R,S,CTX-M-15-like,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PHE151,UK,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE152,UK,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE153,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE154,UK,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,,,,,CMY-2-like,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE155,UK,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,OXA-48-like,,,,,aacA4 cr (C),,,,,,,
PHE156,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE157,UK,K. pneumoniae,R,R,,,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE158,UK,K. pneumoniae,R,R,,,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE159,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId,aacA4 (Amk) and aacA4 cr (C),,,,,,,
PHE160,UK,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,KPC,,,,,,,,,,,,,,,,,,,,
PHE161,UK,K. pneumoniae,R,S,,SHV-1-like,,KPC,,,,,,,,,,,,,,,,,,,,
PHE162,UK,K. pneumoniae,R,S,,SHV-1-like,TEM-1-like,KPC,,,,,,,,,,,,,,,,,,,,
PHE163,UK,K. pneumoniae,R,S,,,,,,,,CMY-2-like,,,,,,,,,,,,,,,,
PHE164,UK,K. pneumoniae,,,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,CMY-2-like,,,,,,,,,aacA4 (Amk),,,,,,,
PHE165,UK,K. pneumoniae,R,S,CTX-M-15-like,,,,,,,,,,,,,,,,,,,,,,,
PHE166,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,rmtC,,
PHE167,UK,K. pneumoniae,R,S,,SHV-1-like,,,,,,,DHA,,OXA-30,OXA-48-like,,,,,aacA4 cr (A),,,,,,,
PHE168,UK,K. pneumoniae,R,R,,SHV-1-like,TEM-1-like,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE169,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE170,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,OXA-48-like,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE171,UK,K. pneumoniae,R,S,,SHV-1-like,,,,,,,,,,,,,,,,,,,,,,
PHE172,UK,K. pneumoniae,R,R,CTX-M-9-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId,,,,,,,,
PHE173,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE174,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE175,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE176,UK,K. pneumoniae,R,S,,SHV (1-like + 238 only),,,,NDM,,,,,,,,,,,,,,,,,,
PHE177,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,,,,,,,,,OXA-30,OXA-48-like,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE178,UK,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE179,UK,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE180,UK,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE181,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,NDM,,,,,OXA-30,,,,,aac(3)-IId,aacA4 cr (C),,,,,,,
PHE182,UK,K. pneumoniae,R,S,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
PHE183,UK,K. pneumoniae,R,R,,SHV-1-like,,KPC,,,,,,,OXA-30,,,,,aac(3)-IIe,aacA4 cr (C),,,,,,,
PHE184,UK,K. pneumoniae,R,S,CTX-M-9-like,,,KPC,,,,,,,,,,,,,,,,,,,,
PHE185,UK,K. pneumoniae,R,R,CTX-M-15-like,SHV-1-like,TEM-1-like,,,,,,,,,,,,,aac(3)-IId + aac(3)-IIe,,,,,,,,
PHE186,UK,K. pneumoniae,R,S,CTX-M group 1,SHV-1-like,TEM-1-like,,,,,,,,,,,,,,,,,,,,,
